type,season,rank,score,name,tag
2v2,1,1,3848,⚡️Nooby,VP8VQR90U
2v2,1,2,3848,Tonton.,UVU0Q8CL0
2v2,1,3,3847,CAL Pedro™️,RJ88Y8U08
2v2,1,4,3847,Samuel Bassotto,PCJ29YJJ
2v2,1,5,3790,Cristian GV,JP9VCJU0L
2v2,1,6,3790,FILIPPO,JQPLJ9GRP
2v2,1,7,3770,FF｜Vitor75,8LJ92G8UG
2v2,1,8,3769,ALF⚜️Lucas,2QUJJCLUU
2v2,1,9,3756,Ian77,Y9R22RQ2
2v2,1,10,3755,SK xopxsam,2LQ2YP98
2v2,1,11,3755,SK Morten,R09228V
2v2,1,12,3750,airsurfer,P8VUY20C
2v2,1,13,3747,Star I StorM ⭐,8GYCYYRGG
2v2,1,14,3747,Vk ELECTRIFY⚡️,P2QCL9J29
2v2,1,15,3715,Koh™️,CRUGCURRP
2v2,1,16,3715,BK Paulo,8Q80CJ0G
2v2,1,17,3713,Vega,2JUGJ9JVP
2v2,1,18,3713,安之god,UUUULQU0Q
2v2,1,19,3712,Adox,9LPQJ92LQ
2v2,1,20,3712,Rolex,8QL98Q2L
2v2,1,21,3706,我是Ğōď Hřツ✨,2PGVVLPGG
2v2,1,22,3706,John™ ✨,9JYVLYVJ9
2v2,1,23,3691,Kimchi,RU9VQV9C
2v2,1,24,3687,Dess,UJRR9RJUL
2v2,1,25,3687,西蒙｜Cytros✨,2Q2QCYLPR
2v2,1,26,3661,Twitch｜AnabanCR,GYUQQCLV
2v2,1,27,3661,Ardentoas19 CM,8JJ80J28
2v2,1,28,3652,سجل الط❤️Dragon,229VYVJPG
2v2,1,29,3652,CHN I Vini対を,UR2PPLU2U
2v2,1,30,3636,鬼舞辻無惨,UJYRYCU9
2v2,1,31,3636,神气猪的大宝贝～Furina✨,C2RL0PYLV
2v2,1,32,3630,saif,89G9RCP2
2v2,1,33,3625,安之✨Betfas,8002JGLYC
2v2,1,34,3622,Kakashi,8JC9R8V2
2v2,1,35,3622,SK Faust,R0UC9VR2V
2v2,1,36,3622,King Andy,2LGRQGR9Q
2v2,1,37,3622,SpicyCheetos,9YPP8PQVV
2v2,1,38,3622,Zebrito,P02V9RQ2
2v2,1,39,3622,Jes,LG9U2JPC
2v2,1,40,3618,Dlan40spaz,GG020C0LC
2v2,1,41,3615,オデLordSebastian,PL8YCR9UJ
2v2,1,42,3615,xJebuz,80QJVRU9P
2v2,1,43,3615,Clown,GPPYR9JYR
2v2,1,44,3613,英格里德♡Vɪᴄᴛᴏʀ☆,C9PLG2YY9
2v2,1,45,3611,FF｜ ⭐️Marvin☔️,JUJRPQYRR
2v2,1,46,3605,MARY,YPR908GVP
2v2,1,47,3602,Lim I HATAKE,88UPJU0PG
2v2,1,48,3600,WL I Charles,G0PV0G0
2v2,1,49,3600,Mini Smoke,JCPRL800Y
2v2,1,50,3599,Mini Polaris,Y89PVCQUC
2v2,1,51,3599,Echo Maple,UG0QG9RQG
2v2,1,52,3595,Dominik,J0VU9CGP
2v2,1,53,3594,ロレックス,V9GQY29P8
2v2,1,54,3594,.A'L'I.,Q9VGU0PGP
2v2,1,55,3593,あみったん,9J8LRRLCC
2v2,1,56,3593,超サイヤ人 たかヒーロー,JLJYJ92U8
2v2,1,57,3593,esakadoodle,L9G8Y88
2v2,1,58,3592,BigSpin❤️Geier,2JGCJG0G
2v2,1,59,3591,☀️Ömer☀️,GRU02CY
2v2,1,60,3587,HJ TuPapiBroly,2PCR2VQCC
2v2,1,61,3584,Pirika,2CQYQRQYL
2v2,1,62,3583,ᶜˢᵛ✨HᴜʟᴋᴍᴀKʟᴀᴏᴛ,P2VRJVPGV
2v2,1,63,3581,✨Wrath✨,2PVPCJVRJ
2v2,1,64,3581,Matt,8RULC9U
2v2,1,65,3581,西蒙｜Sky Master,J0GGVJ022
2v2,1,66,3577,GOD OF SINNERS,YGQ0L08Y
2v2,1,67,3575,Mmad Shadow CR✨,Y9YGCLPYJ
2v2,1,68,3575,petite cabane,YJGURLQYR
2v2,1,69,3575,Struyow,20VU8UVJ
2v2,1,70,3574,⭐ʟᴜᴍɪɴᴀʀʏ⭐,9ULPU0QL
2v2,1,71,3573,EGW,C88VYCJC
2v2,1,72,3570,Kotori❤️安之之,LRYQU2V
2v2,1,73,3570,Asaf,RUQ0JU2P
2v2,1,74,3569,Butterfly❤️孤独✨,Q99GRJG2G
2v2,1,75,3569,『ATB』| arian,8PRU0LCRC
2v2,1,76,3569,CHU7,GLLR29VV
2v2,1,77,3569,STMN Kotoha,CL8CYR8CR
2v2,1,78,3569,神气猪的大宝贝～夜笙歌✨,CUG8Y9PVV
2v2,1,79,3567,진주ㅣJonathan,2JGVRUC90
2v2,1,80,3567,@Sanchezz2tw,2YJGQYV8L
2v2,1,81,3567,쫑구,C0P0GLVL
2v2,1,82,3567,最弱 I SK,PLJCQLRYG
2v2,1,83,3567,Fforte,2QC0CLPVG
2v2,1,84,3566,sugarfrenzy,QVRGQLYG
2v2,1,85,3565,ᴍᴀɴɪʟᴏᴛꜰɪ ツ,JUV2PUJR8
2v2,1,86,3565,Ash❤️win,2GLJL2GRV
2v2,1,87,3565,じんたら,9VVCQYC9Y
2v2,1,88,3561,たらちゃん,CPVQQ9JQG
2v2,1,89,3560,♧ㅤㅤRㅤㅤ♧,LCCULUJ0
2v2,1,90,3560,DiegoB,2YGQVGQ9
2v2,1,91,3560,Jordi Bonilla⭐️,QJVUPVVUU
2v2,1,92,3557,FTF丨Cap✨,G0UPV9CY
