type,season,rank,score,name,tag
2v2,3,1,3810,SK xopxsam,2LQ2YP98
2v2,3,2,3810,SK Morten,R09228V
2v2,3,3,3764,Lord Pablo,8LCY8GP
2v2,3,4,3764,RUBIZALEZ,LPRR9P
2v2,3,5,3749,S.M❄️,Y28PUP8RP
2v2,3,6,3749,Asaf✨白影,RUQ0JU2P
2v2,3,7,3733,Woo,U2YVYGGV2
2v2,3,8,3733,syeoni,C2UUY2CV
2v2,3,9,3727,Mohamed Light,G9YV9GR8R
2v2,3,10,3725,Ryley,R90PRV0PY
2v2,3,11,3707,Lucas✨杰克,9G28ULYR
2v2,3,12,3707,YT PedroTm CR,290VGG28
2v2,3,13,3675,浪之心❄️奶茶神✨,C0RG9GQGV
2v2,3,14,3656,RN Kon,9QULCJPL9
2v2,3,15,3656,junior,282J9V2VR
2v2,3,16,3645,鬼舞辻無惨,UJYRYCU9
2v2,3,17,3644,律师Reo✨,822CCRQYC
2v2,3,18,3643,EG Soudy✨Aura,290UQY8C
2v2,3,19,3642,JorZ✨Kun,22LC8JG02
2v2,3,20,3642,Mochiii❣️,UJJ2YVLQR
2v2,3,21,3637,Furina❤️G.E.M.,C2RL0PYLV
2v2,3,22,3636,khazardy✨安之,RVCQ2CQGJ
2v2,3,23,3636,Friend✨安之,CVR2G2LCJ
2v2,3,24,3629,tsuonki,GQGVPL8Y
2v2,3,25,3629,tsuma,UPGYRRGRR
2v2,3,26,3620,mat2kk,YL22V8YL
2v2,3,27,3620,Jirachi,PPLQJYQ8
2v2,3,28,3609,Rodas♥️07,9PCJQC8VR
2v2,3,29,3605,Tiny Jason,2U9UPQL0C
2v2,3,30,3597,♧JӨƬ么:る♧,90JRLQCU
2v2,3,31,3594,WL✨xNico飛べ,CCP9G8JYL
2v2,3,32,3584,TommyIsWashed,9V2JJP08J
2v2,3,33,3584,DrakeTapir,9QLJ82VJV
2v2,3,34,3583,Mini Smoke,JCPRL800Y
2v2,3,35,3583,蛋蛋✨白影,UGU2QLJVL
2v2,3,36,3583,Jelen333,29PPQGLYY
2v2,3,37,3582,fantastic,U00VJ8VVY
2v2,3,38,3578,best,V820PJYUL
2v2,3,39,3578,Gab3ry,P8R99PCVG
2v2,3,40,3578,FENOFINALFORM⚡☠,2GLYLV998
2v2,3,41,3576,Asaf,J02VCV2C0
2v2,3,42,3573,Husse16,2U0LLGPUJ
2v2,3,43,3573,Aphrodite,JVP8UY0R8
2v2,3,44,3572,Benzo,VG8V92YJ2
2v2,3,45,3565,BigSpin❤️Geier,2JGCJG0G
2v2,3,46,3565,Dominik,J0VU9CGP
2v2,3,47,3563,WL✨Mohamed✨奶茶,U9UG9UUV0
2v2,3,48,3560,Kun ⚡️WALTER⚡️,V9GVQ2CU2
2v2,3,49,3559,Francisco✨,20GURR0JQ
2v2,3,50,3558,Vini™️,8CVJLP08
2v2,3,51,3558,傳奇 KLAUS ✨,GGGJRY09C
2v2,3,52,3557,WL Star✨Colin,L89LCU8YR
2v2,3,53,3557,Steeef ✨安之,9LVP2RCLL
2v2,3,54,3554,♧ㅤㅤRㅤㅤ♧,LCCULUJ0
2v2,3,55,3551,kyrie,YLLR9CGGJ
2v2,3,56,3549,Brayanγλ✨Kun,9VCVLV8Y8
2v2,3,57,3549,トマト将軍,RGV92CG88
2v2,3,58,3546,Lunaria,PGJ0Q8GRG
2v2,3,59,3541,きやま ヒロト,909YQJ0LC
